tanggal,suhu,kelembaban,penjualan
2025-01-01,25.88202617298383,68.69347314826469,126.66957409248288
2025-01-02,26.23963705827241,71.43960668695624,132.6628159880546
2025-01-03,27.52305220743187,69.01729053129745,131.64244396295177
2025-01-04,29.059372861063096,67.40999173975263,134.97281380923457
2025-01-05,29.649503122461955,67.3576891456205,131.3043627906413
2025-01-06,28.841488078983986,64.53928021261144,131.01364904793428
2025-01-07,30.230326790238564,61.75591147234672,130.37192185187251
2025-01-08,29.89693087269252,59.69856712687898,124.1330686572101
2025-01-09,29.92100005094459,59.6484885200136,124.17849185930335
2025-01-10,29.960581832444955,56.75025661810426,119.29857967418519
2025-01-11,29.402148804502634,54.86629844033156,112.15996261065628
2025-01-12,29.442860880868462,54.386437742387685,108.88432238223999
2025-01-13,28.319445124035862,50.783004247493785,108.10631073390023
2025-01-14,27.094520723625415,50.13386767070916,104.35914733742779
2025-01-15,26.261490070461512,49.833644183480665,98.65197457744728
2025-01-16,25.166837163687138,50.09435158931707,96.56352250976664
2025-01-17,24.70748108249001,50.176352541371365,94.09306785101612
2025-01-18,22.8637376527381,50.57765823118409,92.3214599497401
2025-01-19,22.217607589363087,51.84820365415488,93.71385072580372
2025-01-20,20.857228002962167,53.201388660120244,88.12308014310642
2025-01-21,19.39337807316077,54.2803956114482,93.27659020112229
2025-01-22,20.571526716244414,56.09683706769645,94.04400818008148
2025-01-23,20.459608622588387,59.2292317250474,97.27528359818851
2025-01-24,19.656308012955414,60.154369549681,100.23595845801671
2025-01-25,21.379594730518036,61.93281468455862,104.8629192482139
2025-01-26,19.942690143778428,64.6877077488743,106.57535208429977
2025-01-27,21.30715513126375,66.53363904742477,114.2508785141167
2025-01-28,21.967481813524717,70.34689344104768,121.58927896862211
2025-01-29,23.732706391800228,68.43075430056977,122.73331215049018
2025-01-30,24.695120930861346,70.72473673230755,126.55974355818404
2025-01-31,25.07747371284845,70.74718833420464,127.99355847826882
2025-02-01,26.228639713889876,68.59253105213432,131.58773058096344
2025-02-02,26.589790341563944,69.90870755382862,133.99688286373447
2025-02-03,26.9485280273504,66.90628930355615,132.70070021530492
2025-02-04,28.541768052723892,64.03213382559184,132.65481300620408
2025-02-05,29.40830150347418,65.60631952435938,133.28370013224495
2025-02-06,30.370427921839628,61.33427936031176,128.8269416881668
2025-02-07,30.573799401233572,61.49621909448245,128.2978957993729
2025-02-08,29.77894606813739,58.270704469586256,125.51781271614242
2025-02-09,29.6041312061881,58.569380852440396,122.5985465701756
2025-02-10,28.805850536388647,56.068509399316014,115.16576185766387
2025-02-11,28.00571515879749,52.85530813256004,113.50742950904258
2025-02-12,27.08579116614986,51.221992445221844,108.34806335975593
2025-02-13,28.0090709129949,49.65046802047987,101.03288518026777
2025-02-14,25.784732363212978,49.77760136036935,96.24153598019666
2025-02-15,24.78096284919441,49.71964450481549,94.95113445273044
2025-02-16,23.334043865886247,49.85383044827026,95.01653310127813
2025-02-17,23.355061962536954,51.021249278846355,91.76330212526403
2025-02-18,21.25412481475866,52.488351553979406,89.45882620902533
2025-02-19,21.177905732506048,53.65834839340458,94.40190216440404
2025-02-20,20.222139700480966,54.235856076093555,92.91185852606583
2025-02-21,20.438168667453862,55.47203858244894,90.10015851526035
2025-02-22,19.771987954374197,60.319247215425946,98.0143123851701
2025-02-23,19.43707443109743,60.3558354481266,101.77092235713961
2025-02-24,20.230626304354903,62.43787634381445,105.48994657739708
2025-02-25,20.88403891634302,64.47881068769888,110.3978430546121
2025-02-26,21.317534483804614,64.84823651343194,113.75483857402597
2025-02-27,22.212309687407522,67.61219593970898,115.73301510069633
2025-02-28,22.64915573778052,68.65579876241807,121.56239485793694
2025-03-01,23.779070962917636,70.40183430568158,124.21325706856979
2025-03-02,24.663769776112012,70.69845714910734,127.29582276262516
2025-03-03,25.85978187331852,69.78524689642433,129.11211405530943
2025-03-04,26.627110074356764,70.06730295054032,133.9881880633421
2025-03-05,27.075784960296524,68.43013492755074,133.70060585401194
2025-03-06,28.804437198513842,66.67562395198603,132.7974249358416
2025-03-07,29.12923655081806,65.16092816829824,131.0389627201296
2025-03-08,28.940183407992745,62.89951645016808,129.90098276083856
2025-03-09,30.204000604604254,60.650435118643095,129.7663926031295
2025-03-10,29.518960294649744,58.6869818304295,119.73874480387789
2025-03-11,29.781255279373838,55.78181872478052,120.72096456511129
2025-03-12,29.694672300010968,55.280441705316306,114.69951280599336
2025-03-13,28.780215582765674,52.315570325481836,107.39031355145431
2025-03-14,28.50862660373402,52.75146132032416,103.09925513925708
2025-03-15,26.41627030520218,50.615086843413046,100.40334316884292
2025-03-16,26.240729274677573,50.268018974312035,99.3444305707013
2025-03-17,24.65759495452985,50.49383677628096,96.28550364906718
2025-03-18,23.525042971320268,50.86183845772487,91.17619852344987
2025-03-19,22.6768919522388,49.293922014940534,93.60283311806148
2025-03-20,21.90529747247395,51.702926380086545,93.83169464623077
2025-03-21,21.3123585437279,54.1888728484922,92.15681537983096
2025-03-22,20.087298060686134,53.30189418056773,91.08782339454548
2025-03-23,20.695130662001326,57.297110531645586,97.1186664331363
2025-03-24,20.260221743023866,56.69915113792125,99.13489941823617
2025-03-25,19.25926868002002,60.022777789040944,102.37675307516903
2025-03-26,20.988843515422033,63.12880049558965,104.10491052404538
2025-03-27,21.617817569093102,63.343284897678046,104.19619916997374
2025-03-28,21.87366565819285,65.70579532590442,118.40103742203337
2025-03-29,21.971111320631454,66.61833493628589,115.02745084969789
2025-03-30,22.430940473865714,70.78358950863355,122.12315908869994
2025-03-31,24.48766740937678,69.94570376282539,131.22027758535145
2025-04-01,24.798411526513405,70.56729027785266,129.88977897196335
2025-04-02,26.650780989280012,69.5588009068229,133.93224325861118
2025-04-03,27.137820704417422,68.78202282766881,130.3337720543297
2025-04-04,28.42724577970422,66.47369575509846,130.6252100634231
2025-04-05,28.893907325974176,66.39946870084073,132.67308514097408
2025-04-06,29.683413603018174,64.23850778818836,134.7962265705594
2025-04-07,29.760532591836178,63.948093868041816,129.66550466750857
2025-04-08,30.86554472379428,62.18638649933414,126.34950256435657
2025-04-09,30.036065523193177,60.42129408289767,124.40166342903741
2025-04-10,29.956277263198118,57.76238199571176,122.21859295227615
2025-04-11,30.271702367450317,54.401346063077014,113.18957138960181
2025-04-12,28.041844596815753,52.19279695045103,108.3692137601916
2025-04-13,27.303683762219503,52.67649323789561,104.810851375809
2025-04-14,27.51838156945802,51.22083824104629,104.96924253866568
2025-04-15,25.45299675153171,48.449985541984915,98.98118824943975
2025-04-16,25.97181059282465,50.35548179274377,100.4207924213953
2025-04-17,23.753632055531327,51.03304381514981,95.04134766257319
2025-04-18,22.592589378900627,50.92347101275561,91.45644949482657
2025-04-19,23.02254475177783,51.72477638524118,94.07450696902804
2025-04-20,22.024533268330252,52.50104544879504,92.14372359768275
2025-04-21,21.603652461291087,53.55346530043663,91.61896322544932
2025-04-22,20.697739747661924,57.71012800559055,96.23108229543607
2025-04-23,19.59677768063128,58.64560092255176,95.89973268799109
2025-04-24,20.98242299970815,60.81181797113282,100.92272121069546
2025-04-25,20.11071573304854,64.8228911306686,107.63433937471767
2025-04-26,21.071101178976008,65.68450110685919,109.38938701302979
2025-04-27,21.757901856499906,67.0621310648697,112.50329070353635
2025-04-28,21.98356869199221,68.23223174893671,117.32676095940715
2025-04-29,23.27335646979404,70.65544943719179,124.65948440156194
2025-04-30,24.421544881694455,71.50106531475426,125.32064427223729
2025-05-01,25.188212765577795,70.92950511147953,128.6497843852455
2025-05-02,25.489858058796703,70.36370059873597,130.4327033669858
2025-05-03,27.18280230248202,67.04085150521986,133.72890698080604
2025-05-04,28.602119209805878,68.213891857983,133.49700116719015
2025-05-05,28.368440197521277,66.5611991093949,130.27208506276168
2025-05-06,29.255309748758354,65.09395322938558,130.62631329087046
2025-05-07,29.537705805614948,64.033216031072,128.3810120866797
2025-05-08,30.89724134108104,58.30560746548698,130.4412622840532
2025-05-09,30.30875685534759,58.3854033138533,125.76742259944277
2025-05-10,29.959013499596324,57.1797344111913,121.2306093923204
2025-05-11,28.945168981699542,54.53315445394727,114.40546846034444
2025-05-12,28.985348723032875,51.89178782328515,109.63046872755883
2025-05-13,27.60175993113368,52.77879354314733,105.5221927659701
2025-05-14,27.049598494516175,51.141417329420115,100.44181404666718
2025-05-15,25.721635414899367,49.24741942221747,103.64026531240019
2025-05-16,25.338216647473256,50.314817204515826,91.3490453308359
2025-05-17,24.24873695421867,51.04010970471174,94.54402573040224
2025-05-18,22.862167406831997,50.86983806987335,89.09232426654651
2025-05-19,22.25907709486846,52.710394859681514,90.95393048140643
2025-05-20,20.737745118247776,53.386954111573075,89.10133161219031
2025-05-21,19.92424418472501,54.60477101734563,89.83384386721588
2025-05-22,20.464413269156502,55.7504095398506,92.47407676582323
2025-05-23,20.110727270844897,58.86878460035185,101.05933309830418
2025-05-24,20.344906241604686,61.23957757072232,100.91878018863233
2025-05-25,21.436289805956203,63.9660027053368,104.11015663029933
2025-05-26,21.142112724573007,64.88489253151275,110.73902968642875
2025-05-27,20.827864759890943,67.14872166980956,113.66525355904764
2025-05-28,22.619581882585557,67.12555793001575,120.0135104562581
2025-05-29,22.30836307936524,68.35282542059849,118.48489322329453
2025-05-30,23.729649243503836,69.67108670831117,126.68698560889943
2025-05-31,24.965879197337678,68.94537153601499,130.85774896903152
2025-06-01,26.896229814913465,70.60172384466274,128.8332781420823
2025-06-02,26.661305804354768,69.59858490574462,133.9966983119084
2025-06-03,27.525706992132868,68.36926570814191,137.1221377247612
2025-06-04,28.666497865174243,67.03021018880456,133.59507058782384
2025-06-05,28.998387875741134,67.02104356148483,133.91502611210154
2025-06-06,30.318600542529023,62.62130575578269,131.97817843877144
2025-06-07,29.432643722659655,58.84384334717598,125.80731331091107
2025-06-08,29.398875150635817,59.15401556421992,123.76666713204173
2025-06-09,29.536372559103548,56.85922651528884,116.71078074155109
2025-06-10,29.081110793576048,54.48248095748963,114.58154992660646
2025-06-11,29.680490154295473,52.32986407705267,112.14099847711064
2025-06-12,28.41363666492525,51.470640534448385,108.3893673236562
2025-06-13,27.077458836071596,51.04588385279182,102.60872867304406
2025-06-14,25.426840694673743,49.71570729201942,99.93843462939974
2025-06-15,25.4221814882008,52.412453679543745,93.67585862203178
2025-06-16,23.460333872216406,49.2580196110288,92.81841257014372
2025-06-17,22.193931236232174,50.07142806086634,91.3658695462578
2025-06-18,22.655088634713792,49.62121001623599,95.05980572767776
2025-06-19,21.442747178575456,53.56017835143295,91.00150321494144
2025-06-20,21.130302392968215,52.98359337220025,91.7940976203144
2025-06-21,20.404081244995748,56.37037542287597,94.76700580329981
2025-06-22,20.455805829109984,58.67904483276288,95.88367318021265
2025-06-23,19.701877726508556,60.33555666682962,101.24875047383382
2025-06-24,19.727595997632,64.82904262120397,104.05710368200089
2025-06-25,21.0106702402186,65.99439439131544,105.97907942000339
2025-06-26,20.882571040526088,68.01044293989011,113.55473496796482
2025-06-27,21.716298849662543,67.20775112519956,117.48671523325295
2025-06-28,22.738550532862345,70.2640486409406,119.08365365778283
2025-06-29,23.96918112542372,70.27747695368203,126.06527543170633
2025-06-30,24.82300304437325,70.77140594867684,132.2196331424935
2025-07-01,25.352082807379784,70.81091483612083,132.42700871709602
2025-07-02,26.71187401396256,68.22669133046695,134.34944623332802
2025-07-03,26.82722468535013,67.6658523227716,130.69753997454742
2025-07-04,29.028339852900555,67.55390207491706,134.75950372624087
2025-07-05,28.529098191118813,62.3443809070251,132.33446855850093
2025-07-06,29.20309091176154,64.6034980263227,131.13737319943476
2025-07-07,29.998692016471853,61.59841669688412,128.35060609625597
2025-07-08,29.60282797864571,58.909011406663225,121.06954862586606
2025-07-09,30.526789879179134,57.13033771200768,120.25717720019615
2025-07-10,28.68369856406046,53.97006471669099,113.76970816520324
2025-07-11,28.849249562061573,52.958750571822335,111.09383404249158
