pressure_mean,flow_rate
4.2567160145380605,109.97863032393025
4.043175467555776,121.67784754420379
4.076080936982432,123.63822075501564
3.4675597852080435,134.8896158482281
4.739912214816271,119.87214763995354
4.543249761611169,121.00553502421879
4.102373148939653,114.22689208170301
4.432141976018299,119.76364879705072
4.284363200939295,130.49602463877474
4.033853149072785,100.74284290148273
4.4932702353378104,126.5912887651714
4.1068330360022545,114.64823062911121
4.101352828782612,120.73890229816365
3.962355973392331,123.25044820031044
4.336487421372257,128.50594170758527
4.170240584484784,122.38403240467703
4.363586614189405,116.07489834587574
4.017844290038809,123.11694344893367
4.238048354133561,120.1187314342844
3.9323177869710633,117.955001509531
4.4524394917110435,122.05147682149659
4.256410526094206,128.73580487310159
4.299171302440598,121.38332045263991
4.323151173891079,121.55469253985797
3.8967727499539997,107.12489598481683
4.434954298843223,118.72988763751218
4.817010845502711,101.41982485502604
3.7084672490293427,127.20010645184442
3.6811765598536557,110.60746289368294
3.7485505758407043,132.95381571439327
4.4524376680362,149.93437124605242
4.2386146972422205,116.02600766610684
4.52350273222179,133.2963016728787
4.41672926169225,124.03598954392855
4.263171543712584,114.43012706029083
4.285211443575111,111.58688704278124
4.149071850683059,125.61941690120119
4.460538063363453,133.94821844861713
3.861085211465774,123.53705463941955
4.073442352146506,104.88101915821014
4.272881655929621,109.57740443845267
4.7404262575348,117.72025701241178
3.9706607652838803,133.57166277040983
3.8762818622589172,122.83415321636006
4.0310138404487885,123.27261960060446
4.490781660341449,132.10503749465005
4.1294983479324525,117.9540454487234
4.597304105771087,119.10883993275988
3.638241144718193,118.18133888524481
4.5385569425701435,102.22039415430879
4.510459871978862,124.66678824673757
3.774400293059555,124.10838794617584
4.246074565960788,129.75442410216388
4.564727290558361,108.11096805811263
4.226375712692857,111.84136767061452
4.499910426645534,129.34469506797623
4.912466073995144,123.23061620429878
4.282179676377699,133.7502569046117
4.115885305817119,111.36967762366211
3.968684352054141,122.00803004965438
4.394419380463345,113.24002589666105
4.140980980092683,123.0975333059494
4.14637608876178,115.14955205130859
4.1684220664754905,125.35967105962312
4.3949608957756485,130.8136374983844
3.8800981163505264,126.75270490036422
3.7410370527988333,101.91726906691937
3.4698369908553186,129.40403638303047
4.559601269817024,124.47542161268154
4.22213800787498,109.56979305240924
4.653035823936704,111.14233854980313
4.19731311056688,120.08306724316405
3.977353363440247,125.73529383676349
4.343378789639897,115.49299092977832
4.177023476118841,103.77488330005491
3.8237440014079107,122.81579077006442
3.9344800255647687,121.69808637963443
4.730033795245377,144.41132835692758
4.306305178597058,107.11440636018672
4.3249159605090535,145.23750556565918
4.117034484503697,137.44702347313228
3.9930841308701726,123.03122816938978
4.467496744671281,136.5898411644285
4.168612064197893,120.96560390545645
3.972267566475621,129.77837203841818
4.159761444195135,112.66234168617663
3.928318194983295,120.79697946201595
4.257013751577333,109.8540469636263
4.538768289020712,104.2452904161994
3.949174450157026,117.28339450414558
4.628563201551235,113.41106151601554
3.999714015401563,125.72812302596199
4.246023648817182,132.7080390820758
3.9490840424087437,118.30847018478649
4.1333294500937,120.5893224548784
4.214221323748238,121.87919411887205
4.069594516147972,103.22031793527371
3.9891336313282486,122.69081062822072
3.996634142800902,120.11350513858207
3.9536520152247423,119.53677064445411
3.7289760021226717,108.99625031986045
4.121109116676762,100.18119955554876
4.320347462883041,117.49739660072915
4.472520577527825,123.16156750468951
4.3941308185638315,133.40913034895777
4.9372009567027275,131.31175987055454
4.295604490523353,134.55317710994106
4.063099831820395,123.69951122341284
4.761490391104821,131.5616747904996
3.8858345719217753,117.93989084018034
4.490543282856666,126.28433388861518
3.9134565690825944,129.3181455440129
4.306233497280451,146.89324816781175
3.6094809743286405,122.4263038529759
4.469782112295182,107.27430351044657
4.15252571541853,133.77732964225993
3.9096955584827375,112.08700970402981
4.703525711628648,119.39322802030044
4.429606405129837,117.05785279240023
4.2137423507338125,110.92243423062936
3.976366983362962,133.34772560503885
4.186991222951474,125.96061088378022
4.150821371113441,113.87974567574234
4.417432948062328,120.69338701567064
4.439422554347938,115.66764378814345
3.9996730860711804,126.15195606313969
4.035188831772885,116.21442909024223
4.040380401666417,112.33836554359348
3.7952048261226294,113.55692500299166
4.022527535132635,115.63146344629249
4.172277580438082,122.89367198222612
4.407285583381692,110.81124886290702
4.5961138468100335,119.10630314681364
3.957496236732201,124.43581034342539
4.365292959564391,143.3727516833393
4.066662952288337,128.56245475036502
4.822556332894617,90.1623494518958
4.185382936612289,114.88923993057807
4.350638091122584,116.03074759175584
3.9191513540586502,123.2038533115965
3.9567931607101667,135.6938591076076
4.260508590261192,127.42075316590362
4.084783664851162,96.97090039596179
4.305986577771162,123.06977428608205
